tau1,tau2,tau3,tau4,p2,p3,p4,g1,g2,g3,g4,stabf
6.109310894,2.663765165,8.891840628,4.374687554,-1.061709423,-1.514334085,-1.861131695,0.409415161,0.310151515,0.244087689,0.455770274,1
5.68860011,0.851028562,2.829261378,4.006378084,-1.715267464,-1.917793697,-0.846625323,0.844391881,0.83776868,0.816841271,0.153790925,1
5.062380957,0.974466587,0.542723237,4.300818149,-1.169241016,-0.804780523,-1.422909392,0.274376476,0.29976554,0.082802237,0.898363764,1
5.621188951,0.692409795,3.923228022,1.32590471,-1.546312529,-0.89772732,-1.06404998,0.323051882,0.889849751,0.577063838,0.62036206,1
6.695218959,1.487248459,1.700691705,3.528145061,-0.937865689,-1.028369511,-1.94875394,0.556515445,0.925196341,0.405330076,0.650618062,1
0.722364255,3.521873138,8.645365665,6.384345571,-0.619572605,-0.79991566,-1.262737401,0.21142084,0.304410928,0.533518119,0.300769786,1
0.696216327,4.916101615,8.315354645,5.985690501,-0.825916454,-1.094544848,-0.891472268,0.82295985,0.337104917,0.73408956,0.059955583,1
8.892759977,6.261975062,1.761555622,1.058769216,-1.549668968,-1.502945252,-1.197418901,0.215357281,0.857938996,0.434196318,0.398058608,1
8.260084052,2.846856229,0.985115333,6.119566767,-1.279292956,-1.949812238,-1.692003318,0.434012976,0.236629559,0.682701341,0.323910453,1
3.021402901,0.577784444,0.894256666,3.68273073,-1.094502179,-1.76417541,-1.811767573,0.231743782,0.79930346,0.698616465,0.627996443,1
9.4839875,2.917211867,2.924003602,3.510457411,-0.59447671,-0.786285731,-1.922678776,0.223112474,0.652762806,0.149257341,0.802681892,1
1.151968202,1.551858553,1.884701421,2.782361063,-0.827599503,-1.23315729,-0.744903969,0.183299187,0.83289825,0.595862831,0.912097917,1
4.255286593,2.700133988,5.551202297,5.912014541,-1.576898294,-0.647561909,-1.071153037,0.133102576,0.340736199,0.157524827,0.207827963,1
6.51709286,1.390877127,3.92542881,3.555288065,-1.192032138,-0.857827961,-1.334294961,0.186099295,0.310674618,0.747465594,0.223460334,1
7.45745835,0.76189301,4.802276126,5.150475872,-0.760665772,-1.67956334,-1.154773041,0.19437299,0.642698802,0.390614915,0.60864768,1
9.103012669,7.336731644,2.382752917,5.290002885,-1.481018841,-1.496032022,-0.955073281,0.231087468,0.536201864,0.373232954,0.263066994,1
0.766000999,1.137078967,0.558764131,3.944247057,-0.752853936,-1.823079145,-1.35541788,0.487623272,0.355671845,0.460274007,0.261434188,1
7.676118887,3.007743131,0.792345192,9.238644852,-0.856491204,-1.859295534,-0.852428508,0.845680934,0.806639747,0.846788394,0.294776866,1
2.181457496,3.268718558,5.881880785,4.779999577,-1.918411159,-1.474101426,-1.554826347,0.062642339,0.649065482,0.374760249,0.089459745,1
0.893590421,3.039521184,5.817097412,5.337596832,-1.73667551,-1.863097337,-1.44111204,0.731789868,0.225786189,0.261024289,0.856226481,1
3.505715871,7.495285216,1.727640796,8.306475903,-0.95873863,-0.856386056,-1.35356161,0.528878247,0.40344947,0.360981501,0.156045774,1
0.840726705,9.436517231,1.075794819,5.512050061,-1.662556483,-1.345247701,-1.020310071,0.915449131,0.724659588,0.328436678,0.673762491,1
9.58343545,1.936186407,4.508030404,8.392571332,-0.689762585,-1.682083111,-1.334572582,0.057226976,0.059347914,0.308447576,0.466907202,1
8.837005701,4.648390652,3.03551576,4.470720936,-1.804734487,-0.877084327,-1.28866583,0.34369492,0.188445727,0.351593074,0.357155544,1
7.467172447,5.00439901,8.00781959,2.878739603,-0.899960722,-0.522550611,-0.681023153,0.522263182,0.522575583,0.066489533,0.17908175,1
5.075734399,5.526883387,1.661375595,2.081270596,-1.578553807,-1.41932112,-0.534293074,0.818973319,0.305037616,0.295798376,0.336659912,1
2.673685025,1.191889208,8.476566969,1.76226631,-0.76892474,-1.682629205,-1.8331594,0.827236597,0.214814501,0.613428567,0.77527191,1
2.425847653,5.022416104,2.899963748,2.559783428,-0.914101348,-1.27285088,-0.62278985,0.327341938,0.479122518,0.78985297,0.212899262,1
3.294029951,7.982916336,1.387693463,2.069718084,-1.065574491,-1.209187375,-0.715646966,0.585785951,0.611511613,0.365858547,0.307512158,1
9.80760115,7.792853346,1.487738766,3.078812854,-0.946667695,-1.651814353,-1.990849037,0.681062714,0.120275446,0.306333377,0.589344107,1
2.71330419,0.880151064,7.508166236,6.578260818,-1.107140027,-1.429910453,-1.000087246,0.277146218,0.110814907,0.742547892,0.155697781,1
7.02874038,1.179548325,6.906374014,2.722901371,-1.654275956,-1.365547885,-1.798889382,0.078140519,0.797552458,0.172564924,0.388942839,1
9.159106054,3.670012969,3.717425907,2.915905305,-0.99890624,-1.118498924,-1.76073183,0.451894501,0.174613468,0.536715918,0.28097503,1
9.343107806,6.923757665,9.49585545,1.471886964,-1.500907572,-1.907411443,-0.729600391,0.336490541,0.259995731,0.29248782,0.178851597,1
8.034730906,0.957308027,9.955067343,1.403351712,-1.404073013,-1.922614813,-1.61046923,0.189037235,0.190819198,0.281543546,0.451780043,1
0.923945187,6.668316098,9.758160481,9.810570076,-0.565709899,-1.468811168,-0.663634279,0.060366932,0.295063107,0.173777819,0.412857031,1
7.275039638,6.370042856,7.049234077,6.20882583,-0.971222971,-1.25702598,-1.236090254,0.142058636,0.310276382,0.320836218,0.159939592,1
3.438698987,2.608260301,4.0556791,5.411915193,-1.903170016,-1.790750782,-1.046319029,0.117708658,0.555304757,0.124947451,0.538436687,1
4.290012359,7.749637077,1.49601948,2.643693468,-1.097269722,-0.967653165,-1.605359104,0.690558396,0.346200363,0.695933064,0.369120826,1
9.319420674,0.990444851,1.858897113,8.810012969,-1.226710044,-1.763595558,-1.696723522,0.293890923,0.081581096,0.084223059,0.199795457,1
4.598960838,2.482637956,1.622809574,1.867529657,-1.979375374,-0.623618623,-1.097249223,0.614100141,0.346509479,0.51909911,0.404390067,1
3.076350542,1.612202415,7.181649764,1.038716793,-1.836796443,-1.319918076,-0.547142365,0.534140384,0.972637001,0.726987891,0.69106734,1
5.717978952,2.487869127,1.675944068,5.963215854,-1.153326756,-0.710572153,-0.691091324,0.125112253,0.194485237,0.52777311,0.342550162,1
1.504612303,3.192775949,8.470990177,2.72080348,-1.66483895,-0.774288345,-1.432253539,0.426831139,0.726227688,0.472619446,0.054852874,1
4.016988286,5.447159083,6.224977682,2.687678033,-1.129596674,-1.475818754,-0.770912765,0.147364346,0.632886458,0.289828628,0.304698782,1
7.210951815,1.304412795,8.745598753,5.166692312,-1.940233257,-1.518275637,-1.170419065,0.103023041,0.276986505,0.156108648,0.569365045,1
3.008328947,1.922212455,0.916370549,9.362105663,-1.091119125,-1.644523263,-1.554000761,0.72889285,0.423248449,0.158542866,0.680726197,1
2.799876011,1.964663897,9.053457694,2.026372773,-1.0284601,-0.665912117,-1.515634049,0.300380275,0.972077742,0.946786104,0.865278341,1
0.622507514,3.622203271,9.301422541,4.769088288,-1.865664781,-0.941027982,-0.543116389,0.632616261,0.507177235,0.116081543,0.914244946,1
6.521481044,3.951236938,0.70654452,1.881115556,-1.383537869,-0.813620578,-0.810156504,0.640118567,0.206425178,0.538990137,0.45286193,1
4.260779482,8.886702231,4.634007487,3.059327756,-1.593351371,-0.954337166,-0.66007127,0.155337667,0.124592719,0.438224618,0.719150755,1
5.752935677,7.173375455,2.034543592,1.374737367,-1.787570081,-1.307730357,-1.286925156,0.481584643,0.21647836,0.940293905,0.2889443,1
8.306163868,1.09469102,1.648348125,8.939061871,-1.818704921,-1.537631029,-1.522663009,0.424418375,0.656486701,0.455468062,0.595000307,1
2.367798048,2.974831137,1.017955159,0.877126051,-0.937183056,-1.113702279,-0.852932041,0.878120141,0.608073735,0.387643173,0.294876024,1
5.464886461,2.504352932,7.686364807,8.377676243,-1.979111208,-1.415377952,-1.600643011,0.294239232,0.839369899,0.064713758,0.411292762,1
4.704342051,1.095166568,8.694612178,1.347183826,-0.931664044,-1.980744845,-0.736689219,0.446840583,0.598555593,0.35454774,0.831409604,1
8.900119393,9.129238229,1.764572794,7.876935383,-1.700287736,-0.893881288,-1.142684253,0.449082653,0.203535684,0.590475839,0.414178864,1
9.869488682,3.147720097,0.782349914,1.225870744,-1.357310884,-1.394642928,-1.180712509,0.144530431,0.904645865,0.662857373,0.449278909,1
1.720415821,0.961460604,7.976767691,1.363836896,-1.074233242,-1.099750912,-1.125147382,0.902870811,0.6322556,0.544420195,0.266887282,1
2.432960237,2.252154154,1.268312817,6.319549668,-0.933777716,-1.048124143,-1.423335163,0.418874702,0.712468255,0.788394056,0.645318207,1
9.870107083,2.306074393,5.959924419,8.749653266,-1.154867921,-0.516589741,-1.175880298,0.133465253,0.688858234,0.252737622,0.098464843,1
2.324900988,0.652164905,8.312354955,2.446113974,-1.933308284,-1.368102199,-0.742723767,0.32228403,0.118549555,0.663958629,0.48353243,1
3.860897479,3.335569164,1.774968562,4.140077581,-1.138491405,-1.798082643,-0.888195637,0.104537366,0.152839581,0.557901495,0.974506275,1
8.663489966,1.478452107,6.027182644,2.286080714,-1.432569698,-0.537398496,-0.981857101,0.71245757,0.613278538,0.511276024,0.780196304,1
6.40208491,8.895541575,7.545485764,1.142838765,-0.51383036,-0.937574917,-1.581472921,0.319867807,0.640747025,0.297261996,0.735798288,1
5.718673006,4.888939781,6.853222647,5.733388961,-1.072642385,-0.605654404,-1.003078715,0.097737131,0.572222666,0.213976396,0.056885627,1
2.233460117,6.230545432,5.334075453,8.997144952,-1.019854464,-0.918579552,-1.112400405,0.763250382,0.151184629,0.055952159,0.829354827,1
4.535426161,2.073478243,7.704516041,2.135745161,-1.446911894,-1.170557616,-1.371066413,0.537426959,0.610384377,0.285317916,0.79248236,1
0.723455572,1.564118059,3.115591351,9.751496265,-0.740062263,-1.004212734,-1.69709421,0.900834947,0.928600979,0.424232851,0.082235526,1
5.414345057,8.529864585,4.266876189,1.041946451,-1.925287241,-1.640135357,-1.262312889,0.947539304,0.139002069,0.181583644,0.329428749,1
0.72818614,1.780957904,2.998782832,7.238207642,-0.69890764,-0.943495249,-1.542004972,0.194108931,0.528008448,0.501232804,0.741933964,1
1.566624341,2.568426131,1.641938081,2.165828814,-1.303017658,-0.940312001,-1.21182918,0.692000315,0.698927237,0.721144801,0.06175185,1
2.014140671,1.823512361,6.333481622,0.996371149,-1.250944948,-1.208635202,-1.728294306,0.535481146,0.110712006,0.603871176,0.494849854,1
1.202668299,1.075743807,9.043145192,0.987461314,-1.382192274,-1.087365722,-1.297053299,0.946152761,0.537492152,0.835115287,0.467033121,1
1.10175287,8.66785728,8.063582677,2.540499598,-1.290690488,-1.647962133,-0.994922963,0.270426573,0.677888322,0.293413969,0.498920253,1
2.673365352,5.516384504,0.987178671,8.316018918,-1.762957701,-1.927579023,-1.671374252,0.950779153,0.581798033,0.601912837,0.167961007,1
8.880175437,1.354541253,2.072927272,1.380659681,-1.547471534,-0.845846442,-0.503730355,0.666023195,0.400186335,0.818585344,0.78855835,1
9.33995497,4.604492487,4.71207191,1.069126994,-0.501236063,-0.815878574,-1.543816259,0.436941191,0.328698448,0.102593836,0.817804125,1
1.522943443,2.751999475,5.880114564,9.267583843,-1.116172711,-1.543977324,-0.97136307,0.649812214,0.846518904,0.607319331,0.419434686,1
7.468273344,0.870792228,6.774119859,9.86552361,-1.748208218,-1.957516685,-1.843351814,0.148326569,0.931161372,0.101231059,0.786483514,1
7.365698793,2.674670131,1.02999252,5.550138591,-1.064131817,-1.551396106,-1.60808939,0.056707639,0.197921394,0.765895413,0.634323674,1
7.899158437,3.716331764,7.582964112,1.320948567,-0.503941224,-1.73334327,-1.613103544,0.454007486,0.509146004,0.368710147,0.917886946,1
2.903024593,3.881151296,2.762011774,8.752340778,-1.831631444,-1.734995793,-0.831853435,0.845338893,0.267080381,0.181971598,0.508218798,1
8.029832095,4.155197552,1.716945691,9.065329692,-1.105896269,-1.888976661,-0.812904235,0.09312213,0.637153149,0.667991449,0.359181579,1
3.115652973,1.887401047,3.309432786,7.007720128,-1.404377815,-1.996457568,-1.25114911,0.243827969,0.918133935,0.193982543,0.327495128,1
8.153697365,9.521785185,0.807476221,7.502733362,-1.50051429,-1.649149518,-0.835426991,0.289589769,0.210511714,0.29512882,0.327741963,1
0.545112591,2.857230863,7.216005435,3.921271685,-1.285692535,-1.435684599,-0.904510231,0.914784001,0.90354351,0.698384937,0.147902526,1
3.533244916,3.245410522,1.433031958,7.792539731,-1.247697971,-1.714555407,-0.977699759,0.314139578,0.145180348,0.654351585,0.360165744,1
2.529985207,7.036877638,4.043297179,1.22460494,-1.814806065,-1.410209064,-1.652373146,0.43658074,0.482956801,0.311931772,0.581140977,1
7.740791366,4.7943196,4.840807337,0.783743259,-1.725123826,-0.596017545,-0.981118806,0.106530392,0.281405751,0.914736081,0.951476902,1
2.491639808,3.954087467,1.973656651,2.549512959,-1.844830672,-1.006910535,-0.539630646,0.675263982,0.55340211,0.743221136,0.207344504,1
9.995375211,6.470722898,0.722692343,4.662388843,-1.304916142,-1.587964199,-1.946643664,0.08716303,0.230870357,0.582189251,0.878416134,1
4.764216533,8.925016093,2.053660775,6.37457649,-1.293618475,-1.088064309,-0.784613733,0.288939883,0.405545074,0.413028625,0.424964096,1
9.385849299,9.304855095,2.694210782,5.318665173,-0.506915842,-0.844844529,-1.207551701,0.105733735,0.355800083,0.740778323,0.540014567,1
3.765258083,5.431668113,4.084424432,2.592211256,-1.774922243,-1.306434228,-0.925239796,0.462051122,0.29490638,0.117407577,0.892900871,1
9.835117372,7.593630385,3.060623726,2.23168835,-0.917745123,-0.748427948,-0.729410332,0.07114935,0.699439837,0.288029123,0.101173394,1
2.755360868,5.681497536,6.289436092,1.724739451,-1.194525901,-0.80111305,-0.624211883,0.892151483,0.324954321,0.135861625,0.381306203,1
4.556375189,3.456206945,3.716206132,2.551355944,-1.460844024,-1.391978115,-1.149283475,0.512956442,0.127143889,0.494013536,0.531637141,1
1.698974457,1.550436907,8.609085117,8.540944656,-1.495345091,-1.869258998,-1.546413693,0.515657566,0.244574292,0.561367789,0.204480709,1
7.357986224,0.959418262,7.518922029,6.41320315,-1.392348721,-1.549165232,-0.571039035,0.070421238,0.523211924,0.17526069,0.428506424,1
6.657209704,4.271203641,2.951362627,5.950606402,-1.913769047,-0.966929075,-1.302429795,0.055458394,0.403342489,0.763107773,0.063445612,1
5.531422192,2.80753283,0.818953793,5.935383773,-1.080028625,-0.595727823,-0.793578581,0.566572302,0.713397347,0.82823384,0.50017506,1
4.937534207,0.897186129,9.491157109,9.213323922,-1.641870294,-1.789197263,-1.941241685,0.733362541,0.676601366,0.136657215,0.556006343,1
7.414950406,1.830625397,4.642554141,1.773872022,-1.569268322,-1.635532543,-1.256066227,0.463984089,0.596747069,0.460146341,0.945368373,1
0.67202878,5.808403996,3.74098478,8.657039238,-1.53565197,-1.14045168,-1.175717811,0.560356831,0.190413553,0.275093281,0.564756027,1
3.062804731,5.559533323,6.325340168,5.734264035,-1.607878841,-1.141850257,-1.179657547,0.315203711,0.209449516,0.086617678,0.511413952,1
2.415959391,7.836239387,4.641323859,1.295484323,-0.655347516,-0.752934148,-0.685238706,0.210933986,0.18155263,0.577011928,0.386194501,1
0.87884944,3.606438568,5.407998533,4.569334228,-0.598127966,-1.691826605,-1.057732807,0.452030773,0.875940484,0.268054843,0.371326018,1
1.381276235,0.95139592,6.890909369,5.323366428,-1.810348404,-0.992904457,-0.54257456,0.651476059,0.718031402,0.92126439,0.513474595,1
4.578607775,6.727588828,0.670789648,9.354071575,-1.18067834,-1.725068425,-0.669517705,0.35632287,0.532615897,0.332458797,0.095680681,1
3.042753243,3.743758843,3.147404521,8.629684656,-1.572298964,-1.051197237,-1.477223635,0.370243556,0.461357441,0.740634349,0.469156066,1
1.358926765,4.943523109,6.912213647,5.609404393,-1.155776223,-1.280706754,-1.968542528,0.282625684,0.314393267,0.240805764,0.161211995,1
9.935151967,2.845008807,5.924250016,6.811762349,-0.930708396,-1.81847409,-1.497408773,0.293596239,0.394674091,0.21785602,0.495671101,1
4.85268782,9.493562709,6.080205639,1.950242282,-0.790691382,-1.306878722,-1.509654547,0.122364501,0.362515101,0.38807926,0.838056623,1
1.559423988,7.666176087,0.772376736,7.463042946,-1.967133697,-1.679894579,-0.923946408,0.947661693,0.468294927,0.355672161,0.712623624,1
9.462069815,3.559499452,3.158878583,4.928007856,-1.300701316,-1.700193723,-1.691188296,0.41518656,0.550580159,0.932566589,0.050983856,1
4.546938703,7.435635816,5.372937332,0.786192388,-1.098099839,-1.4047312,-1.385617556,0.759431846,0.077735515,0.515090521,0.115726991,1
1.526585098,6.710019544,0.850327352,9.860134846,-1.965285321,-1.205509468,-0.938855704,0.124252239,0.185490741,0.664907797,0.255056494,1
2.519550374,4.24189962,4.59035947,8.534621558,-1.59375706,-1.035923087,-0.688918638,0.877464177,0.086710965,0.275202218,0.288713105,1
8.504026049,1.062879204,2.60323674,1.491813878,-1.895125425,-1.042159468,-1.385048595,0.386012629,0.377970679,0.737806092,0.563130006,1
1.34636386,8.995978087,6.588486355,3.164015332,-1.029778838,-0.971503973,-0.589491914,0.141371726,0.191807116,0.436798272,0.563026232,1
9.566453429,8.398311203,3.43682419,1.13206076,-1.903886247,-1.134774503,-1.093367854,0.218214178,0.575643091,0.690616449,0.47304624,1
7.673652587,3.315535379,4.22517105,0.512047836,-1.782737634,-0.544257143,-1.38391284,0.228857347,0.577679901,0.880352053,0.414601311,1
3.659312612,1.991381115,1.6376475,1.569817077,-1.237095948,-0.893677399,-1.1615851,0.28469918,0.797661695,0.782697495,0.307094201,1
3.616300074,0.997782944,5.808789356,3.490563666,-0.862502535,-1.015684615,-0.9372456,0.397471013,0.631349179,0.393442599,0.709687616,1
0.901156636,3.00821873,4.563208242,8.78718962,-0.557204652,-0.76440392,-1.156959926,0.855175814,0.682640222,0.883784699,0.633485475,1
0.712268081,1.620336355,5.776966116,1.579795763,-1.406159242,-1.230552931,-0.515997759,0.28667371,0.816980748,0.621780957,0.286267667,1
4.539841968,4.122434049,5.101422859,3.596721557,-0.829726539,-0.692505892,-1.063038819,0.126425003,0.375882218,0.095480509,0.064874778,1
0.551105186,0.622624331,8.759361559,9.750085142,-1.187474416,-0.87012828,-0.513277226,0.39047605,0.252678915,0.384072903,0.063503891,1
7.360390178,1.272158709,3.432419274,6.100865989,-0.8528062,-1.662769395,-1.341007422,0.522710884,0.192522668,0.764351546,0.144359712,1
0.533819193,8.107401938,7.812401278,2.367729955,-1.976181236,-0.658256426,-1.646169912,0.05232323,0.836522633,0.139865202,0.454411061,1
0.863565969,3.305065934,7.112668094,7.329411152,-0.80208657,-1.834591331,-1.780617853,0.779914282,0.728776476,0.187863425,0.869940708,1
4.26117143,4.478102263,1.201176296,5.248343747,-1.328547328,-0.578952891,-1.756813986,0.077881587,0.629703411,0.193633598,0.564021891,1
1.35579243,0.617329872,1.03239552,1.448116636,-0.936708382,-1.418184376,-0.858136933,0.139219638,0.908039335,0.177305845,0.75169213,1
8.42562297,3.601030068,1.090875541,4.617660728,-0.83617082,-0.869415428,-1.754204126,0.132260289,0.762817778,0.562859515,0.093712389,1
2.467652607,7.324727257,0.652798942,2.31772809,-0.730861258,-1.945942176,-1.964002232,0.751738297,0.751080723,0.590070782,0.706438589,1
5.303623053,7.212959074,0.882452973,4.962559486,-1.327550817,-1.887023359,-1.308568241,0.265161026,0.326642738,0.70770001,0.611144176,1
3.118560199,8.163160643,6.641399674,6.887750118,-1.249403469,-1.330396284,-1.587857772,0.896199639,0.057734955,0.324483437,0.344271756,1
4.387806962,1.869438632,1.818199801,9.864097906,-1.39947808,-1.212884438,-0.894966815,0.857291889,0.852845867,0.229964978,0.606375384,1
4.226588989,8.927211729,4.109001262,1.922097484,-1.482423803,-0.978825965,-1.996797285,0.275305047,0.231993997,0.503475522,0.612852366,1
4.393680476,9.166514508,4.368763653,1.482670492,-1.828796162,-0.565964951,-1.326224901,0.215641974,0.197535697,0.500587467,0.070360495,1
1.743852002,0.515264384,8.754209766,7.349195599,-0.805811703,-1.688185224,-1.223500171,0.248216092,0.365809468,0.773918459,0.378361182,1
3.329312646,2.114509917,6.214133615,2.408526581,-1.156490122,-0.64514837,-1.149402491,0.073904662,0.636582942,0.473148007,0.815740744,1
2.834818111,7.846789137,2.509574303,4.563666533,-0.724911714,-0.990924004,-1.882290386,0.672900874,0.113269491,0.417650178,0.372884471,1
1.775022513,5.074526367,7.258151359,9.27665077,-0.888742977,-1.403610959,-0.824740713,0.390029386,0.637259017,0.174226345,0.463295731,1
3.275340822,5.604498824,9.417360149,3.763171989,-1.400026945,-1.796205335,-1.211684052,0.080755434,0.263863835,0.321471091,0.186055184,1
2.660815538,9.669109955,2.416393341,3.549129575,-1.857532068,-0.501092439,-0.629330999,0.133780427,0.287098671,0.07204747,0.182905104,1
5.056618051,4.710672672,7.519596523,6.391218643,-1.368048628,-1.357391682,-1.007724968,0.055693455,0.151271502,0.584615687,0.166358164,1
6.212105565,1.457115685,9.948607325,2.441471538,-0.954133596,-1.143655332,-1.914370282,0.621185152,0.576155713,0.085044787,0.164781881,1
1.8030519,7.935927682,2.671386211,5.578313193,-1.487700249,-1.012641737,-0.884651528,0.793456548,0.280702459,0.240049111,0.272523984,1
7.984341221,5.993048591,0.52835951,3.739111383,-1.790174892,-1.515591612,-1.900351383,0.352067243,0.433675963,0.737101234,0.082757729,1
8.85871012,1.778202039,5.713893662,3.347319353,-1.263199842,-1.492359329,-0.579191841,0.071851169,0.529710237,0.463619869,0.641581407,1
5.508495061,1.584580938,5.752549581,8.968997868,-1.088648945,-1.468670634,-1.045448743,0.376494987,0.382032971,0.327414792,0.397545155,1
5.741994914,2.931239588,7.369134161,1.418788594,-1.140429356,-0.736031149,-0.992897471,0.201971497,0.776098543,0.066100877,0.715219247,1
2.754755919,4.884745157,9.695030634,1.068609193,-0.806637766,-1.947906029,-1.645238907,0.536843926,0.909171698,0.471013945,0.877980514,1
3.079925324,2.840611925,1.187873432,9.546646615,-1.531511261,-1.626675306,-0.954905876,0.6228378,0.635128435,0.830500437,0.831608588,1
1.877249054,8.568193072,1.235414245,9.309779578,-0.979781635,-1.036300114,-0.691335314,0.369034616,0.450916695,0.954628404,0.295054743,1
8.972378168,5.954365916,3.786942825,5.914384257,-1.361914891,-1.28704022,-1.297483268,0.092221545,0.312989427,0.287750449,0.325684425,1
8.475055659,5.372058029,1.055452098,4.065549615,-1.109615229,-1.934770179,-1.940956697,0.625866408,0.158245936,0.38249559,0.633974246,1
9.072219398,4.208227795,2.01164145,9.956360379,-1.412236747,-1.921239484,-0.636213693,0.070237364,0.813505517,0.637222449,0.38926086,1
0.729291191,1.987899064,8.52319962,5.208316596,-0.577100503,-1.996356939,-0.968749323,0.746242482,0.46905949,0.851370186,0.320875694,1
2.839587055,0.816488262,2.630033781,8.669638785,-1.880613236,-0.775729975,-1.553367472,0.705302797,0.279386011,0.95449716,0.076190325,1
1.553816985,7.406354552,1.059843126,5.967509902,-1.96270657,-1.538279266,-0.779274672,0.738890834,0.618743135,0.69039385,0.643339714,1
2.320935818,7.492686447,3.065000086,5.723005636,-0.978104848,-1.977882084,-0.534685283,0.623548976,0.594087456,0.491200707,0.237573066,1
4.575127514,0.514420997,2.08835865,9.935089429,-0.750467718,-0.643302372,-1.611306317,0.197005845,0.731801205,0.123326921,0.854945266,1
9.471411156,2.668582406,8.25551063,0.827947382,-1.44741587,-1.127982306,-1.912416939,0.652743185,0.749218184,0.197049467,0.866665645,1
6.341150521,0.875963863,2.875748484,2.46002795,-0.901896002,-0.570103485,-1.988217269,0.108947502,0.369968231,0.765736195,0.90543192,1
8.188739126,0.758082412,3.619928675,2.548913846,-1.274373787,-1.385038753,-1.035663715,0.949595779,0.602263496,0.638177408,0.389579688,1
9.713215107,2.848237378,1.858459713,3.756231996,-0.601412734,-1.800060964,-1.932626711,0.386926878,0.331908052,0.893295493,0.702531312,1
0.559362229,9.098543688,1.292850437,2.422865538,-1.209039557,-0.971841899,-0.807012954,0.280070702,0.456508357,0.674670608,0.199490171,1
7.626615597,5.404965835,4.727510218,8.730185727,-0.875308765,-1.309584646,-1.569927069,0.235075691,0.73887021,0.225353378,0.056015909,1
9.827487737,2.226110003,0.825990545,0.845644368,-0.560253178,-1.825078685,-1.896247972,0.742638233,0.24747165,0.825657388,0.612913678,1
6.222153736,0.949628026,7.245770829,7.318276173,-1.794564166,-1.964026185,-0.672586386,0.54718242,0.4099039,0.2685163,0.200767433,1
8.129834216,0.843828821,9.917692366,4.500931463,-0.539749559,-1.50206804,-1.697217765,0.474670681,0.552128291,0.397515733,0.157944136,1
4.793270372,6.021331599,0.87074749,6.51632658,-0.594119458,-1.803207308,-1.061615454,0.54992615,0.119678615,0.699491333,0.505431986,1
8.731100425,4.297037692,1.260282566,2.201491092,-0.624621049,-0.888751531,-1.925007348,0.796943962,0.339155939,0.811720135,0.716123751,1
4.292176996,2.903450291,7.558527069,6.519873511,-1.105046309,-1.759771063,-1.786179911,0.595197931,0.723040574,0.208128057,0.188745581,1
1.51424924,2.290237383,5.426384751,5.584446093,-1.49701843,-1.888405428,-1.170217046,0.237260003,0.88741313,0.308735139,0.568275279,1
8.970051765,6.083926077,3.294578832,1.262169283,-1.879775468,-0.774384437,-1.274957819,0.086483662,0.123997344,0.587079428,0.494023913,1
8.811913373,0.6008732,5.819219215,6.618638811,-0.974060006,-1.430570297,-0.554571133,0.177337546,0.081319659,0.291749925,0.189640373,1
1.982697211,1.425309566,0.84767609,3.665413075,-1.677111892,-1.77648777,-0.977492029,0.881786344,0.914564721,0.75733162,0.55054304,1
2.212607646,2.540738797,9.900013642,3.263464056,-0.905501494,-0.876408193,-1.997691306,0.312762054,0.681962989,0.14810684,0.176368741,1
6.118752121,6.040679483,2.852768465,8.047678132,-1.72413503,-0.628681455,-0.549887651,0.144308956,0.355805794,0.589482783,0.408349143,1
0.648181837,7.454384091,4.66299394,9.710791852,-0.647994232,-0.980193518,-0.627978327,0.706770009,0.468082263,0.42116687,0.567429875,1
3.018452075,1.047696045,0.668449247,2.977728575,-0.952934166,-0.856400131,-1.210362481,0.553185054,0.961607838,0.200755668,0.080316708,1
7.442142035,8.335467271,1.147690902,3.359529444,-0.637782453,-1.904686054,-1.651775694,0.425382306,0.246294381,0.746941759,0.285684683,1
1.799386042,1.974816611,3.008558529,8.124981229,-0.947717919,-1.959750359,-1.785374572,0.988369025,0.166685256,0.49749169,0.508449937,1
0.812978429,1.929279063,8.426023411,4.992221099,-1.093913394,-1.642592725,-1.046681816,0.254225667,0.559970325,0.241138433,0.212447123,1
4.87340448,0.975181893,9.978192713,8.156812139,-0.703849706,-1.233509487,-1.784148717,0.417757531,0.860789109,0.152722811,0.467986148,1
3.737538222,1.450141166,3.476701939,9.123708891,-1.430821054,-0.774160665,-1.493822507,0.2562049,0.259294446,0.877425473,0.608579934,1
6.365270963,0.911306432,1.073037188,3.64553511,-1.514179928,-1.206356899,-0.542752632,0.063700941,0.534341676,0.251219409,0.511301003,1
8.231291532,8.364780585,2.845934046,4.209235666,-0.634684049,-1.021284921,-0.914916786,0.139890472,0.267369856,0.344834445,0.470540307,1
2.603143173,2.825444139,9.329514087,7.785304972,-0.766509971,-1.650418483,-1.744916304,0.489268899,0.231136481,0.318641404,0.254808531,1
8.336612338,3.962008866,4.531771695,2.285363321,-1.212312854,-0.665359622,-1.911286257,0.387618798,0.726150299,0.071190944,0.621185706,1
1.398027324,2.445243397,2.415409277,8.294162516,-1.786743024,-1.511438765,-0.979052539,0.885246593,0.465302286,0.429516783,0.728754427,1
8.678592805,1.512856412,0.528542075,3.655323851,-0.946723625,-1.536692335,-1.07187259,0.433077516,0.445925414,0.932403258,0.271944177,1
